window_start,reconstruction_mse,is_reconstruction_anomaly,split,return_temp_c_reconstruction_mse,is_return_temp_c_channel_anomaly,dominant_anomalous_feature
2024-09-03 06:45:00,0.026205191,False,train,0.026205191,False,return_temp_c
2024-09-03 18:45:00,0.047336992,False,train,0.047336992,False,return_temp_c
2024-09-04 06:45:00,0.059934024,False,train,0.059934024,False,return_temp_c
2024-09-04 18:45:00,0.0104363635,False,train,0.0104363635,False,return_temp_c
2024-09-05 06:45:00,0.012328908,False,train,0.012328908,False,return_temp_c
2024-09-05 18:45:00,0.024923583,False,train,0.024923583,False,return_temp_c
2024-09-06 06:45:00,0.026209688,False,train,0.026209688,False,return_temp_c
2024-09-06 18:45:00,0.0065014125,False,train,0.0065014125,False,return_temp_c
2024-09-07 06:45:00,0.013753611,False,train,0.013753611,False,return_temp_c
2024-09-07 18:45:00,0.009199874,False,train,0.009199874,False,return_temp_c
2024-09-08 06:45:00,0.009394088,False,train,0.009394088,False,return_temp_c
2024-09-08 18:45:00,0.0120848855,False,train,0.0120848855,False,return_temp_c
2024-09-09 06:45:00,0.011060022,False,train,0.011060022,False,return_temp_c
2024-09-09 18:45:00,0.012132102,False,train,0.012132102,False,return_temp_c
2024-09-10 06:45:00,0.026147047,False,train,0.026147047,False,return_temp_c
2024-09-10 18:45:00,0.011023429,False,train,0.011023429,False,return_temp_c
2024-09-11 06:45:00,0.010374181,False,train,0.010374181,False,return_temp_c
2024-09-11 18:45:00,0.006716514,False,train,0.006716514,False,return_temp_c
2024-09-12 06:45:00,0.06414408,False,train,0.06414408,False,return_temp_c
2024-09-12 18:45:00,0.028505323,False,train,0.028505323,False,return_temp_c
2024-09-13 06:45:00,0.011984178,False,train,0.011984178,False,return_temp_c
2024-09-13 18:45:00,0.009093395,False,train,0.009093395,False,return_temp_c
2024-09-14 06:45:00,0.020029133,False,train,0.020029133,False,return_temp_c
2024-09-14 18:45:00,0.008791613,False,train,0.008791613,False,return_temp_c
